19_cell_neg_1	0.001	0.25
19_cell_neg_2	0.1875	0.25
19_cell_neg_3	0.1875	0.1875
19_cell_neg_4	0.3125	0.001
19_cell_neg_5	0.125	0.5625
19_cell_neg_6	0.125	0.25
19_cell_neg_7	0.4375	0.25
19_cell_neg_8	0.125	0.25
19_cell_neg_9	0.001	0.001
19_cell_neg_10	0.001	0.001
19_cell_neg_11	0.25	0.001
19_cell_neg_12	0.001	0.001
19_cell_neg_13	0.125	0.375
19_cell_neg_14	0.001	0.001
19_cell_neg_15	0.001	0.001
19_cell_neg_16	0.001	0.001
19_cell_neg_17	0.001	0.001
19_cell_neg_18	0.125	0.375
19_cell_neg_19	0.001	0.001
19_cell_neg_20	0.125	0.25
19_cell_neg_21	0.4375	0.1875
19_cell_neg_22	0.001	0.001
19_cell_neg_23	0.001	0.001
19_cell_neg_24	0.1875	0.4375
19_cell_neg_25	0.4166666666666667	0.1875
19_cell_neg_26	0.001	0.5
19_cell_neg_27	0.125	0.25
19_cell_neg_28	0.125	0.3125
19_cell_neg_29	0.625	0.001
19_cell_neg_30	0.125	0.4375
19_cell_neg_31	0.001	0.001
19_cell_neg_32	0.001	0.001
19_cell_neg_33	0.001	0.125
19_cell_neg_34	0.001	0.25
19_cell_neg_35	0.25	0.25
19_cell_neg_36	0.25	0.001
